oportunidade;empresa;data_criacao;data_envio_proposta;data_fechada;data_ultima_modificacao;valor;fase_comercial;nova_venda;finalidade;origem;departamento;motivo_perdido;tipo_venda;erp;pagamento;produto;sku;quantidade;vendedor
952580;Empresa 461;08/04/2022;14/04/2022;14/04/2022;14/04/2022;5599.99;Projeto em andamento;NV - 0021528;Uso e consumo;;PAPELARIA;;Cotação;;Boleto;Notebook Gamer Dell G3 3500-A15P;3825005658;1;Vendedor C
948735;Empresa 2985;30/03/2022;14/04/2022;;27/04/2022;136069.19;Congelada;NV - 0021150;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;Ar Condicionado Split Inverter Philco 12000 BTUs PAC12000ITFM9W - 220v;2386948477;80;Vendedor K
953705;Empresa 2986;12/04/2022;14/04/2022;;29/04/2022;34182.9;Congelada;NV - 0021646;Uso e consumo;;TELEFONIA;;Cotação;;;19 Smartphone Samsung Galaxy A52 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 6GB RAM Câmera Quádrupla + Selfie 32MP - Preto;0;;Vendedor F
953694;Empresa 328;12/04/2022;14/04/2022;;14/04/2022;800000;Congelada;NV - 0021642;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Faturado;Monitor Gamer Philco 24” PMG24P980FG 165hz G-sync & Freesync;4630951290;2000;Vendedor C
950963;Empresa 2987;05/04/2022;14/04/2022;;25/04/2022;13649.5;Congelada;NV - 0021380;Uso e consumo;;LIVROS;;Cotação;;;Livros;132610257;300;Vendedor C
951425;Empresa 2987;06/04/2022;14/04/2022;;25/04/2022;4209;Congelada;NV - 0021410;;;LIVROS;;Cotação;;Boleto;Livros;0;100;Vendedor C
951426;Empresa 2810;06/04/2022;14/04/2022;29/04/2022;29/04/2022;10740;Projeto em andamento;NV - 0021411;Uso e consumo;;PAPELARIA;;Cotação;;;Papel Chamex A4 75g Pacote 500 folhas;5425394;600;Vendedor F
951439;Empresa 2838;06/04/2022;14/04/2022;;28/04/2022;2346.6;Congelada;NV - 0021413;Uso e consumo;;"ELETRODOMESTICOS; ELETRONICOS (TVs)";;;;;Fone de Ouvido Bluetooth JBL Tune 215 True Wireless Bateria para 5;2672166257;6;Vendedor K
951439;Empresa 2838;06/04/2022;14/04/2022;;28/04/2022;7199.97;Congelada;NV - 0021748;Uso e consumo;;"ELETRODOMESTICOS; ELETRONICOS (TVs)";;;;;"Smart Tv 43"" UHD Samsung 4k 43AU7700 Processador Crystal 4k";3068549711;3;Vendedor K
953926;Empresa 2486;13/04/2022;14/04/2022;;18/04/2022;61132.5;Congelada;NV - 0021673;Uso e consumo;;AUDIO;;Cotação;;Faturado;Fone de ouvido Sem Fio HUAWEI Freebuds 4i TWS Bluetooth Cancelamento de Ruído Ativo Som com qualidade Carregamento rápido - Branco;3358735280;150;Vendedor C
951683;Empresa 233;06/04/2022;14/04/2022;10/05/2022;10/05/2022;1065.97;Projeto em andamento;NV - 0021442;Uso e consumo;;"AUDIO; ELETRODOMESTICOS";;Cotação;;Faturado;Micro-ondas Philco PMO23BB 20 Litros;4547754762;2;Vendedor C
957361;Empresa 2988;25/04/2022;14/04/2022;25/04/2022;25/04/2022;3928.24;Projeto em andamento;NV - 0022025;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;;;Faturado;Carregador USB-C de 20W - Apple;2444785451;25;Vendedor K
950761;Empresa 881;04/04/2022;14/04/2022;;29/04/2022;19602.99;Congelada;NV - 0021357;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;"MacBook Pro Apple 13"" (16GB 1TB Mac OS X) Cinza Espacial";2534444028;1;Vendedor F
950761;Empresa 881;04/04/2022;14/04/2022;;29/04/2022;8603.38;Congelada;NV - 0021705;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;"MacBook Air 13"" Apple M1 (8GB 256GB SSD) Cinza Espacial";2545080531;1;Vendedor F
951224;Empresa 2989;05/04/2022;14/04/2022;;05/05/2022;24061.8;Congelada;NV - 0021403;Uso e consumo;;AUDIO;;Cotação;;;170  Fone de Ouvido Headphone com Fio JBL Tune 500 - Branco;2896991846;;Vendedor F
951230;Empresa 2990;05/04/2022;14/04/2022;;13/05/2022;1198.99;Fechada e Perdida;NV - 0021722;Uso e consumo;;TELEFONIA;Cliente - Desistência da compra;Cotação;;Faturado;"Smart Tv Philco 24"" Resolução Em Hd Fast Smart Com";1803456474;1;Vendedor C
951230;Empresa 2990;05/04/2022;14/04/2022;;13/05/2022;4333.29;Fechada e Perdida;NV - 0021405;Uso e consumo;;TELEFONIA;Cliente - Desistência da compra;Cotação;;Faturado;Smartphone Samsung Galaxy A12 64GB 4G;3586826562;3;Vendedor C
954502;Empresa 166;14/04/2022;14/04/2022;05/05/2022;05/05/2022;15886.5;Projeto em andamento;NV - 0021746;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB;3586826571;15;Vendedor S
954502;Empresa 166;14/04/2022;14/04/2022;05/05/2022;05/05/2022;2199.84;Projeto em andamento;NV - 0021747;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;Carregador USB-C de 20W - Apple;2444785451;15;Vendedor S
954528;Empresa 1992;14/04/2022;14/04/2022;14/04/2022;14/04/2022;16800;Projeto em andamento;NV - 0021758;Revenda;;PC GAMER;;Cotação;;Boleto;Controle Dualshock 4 Green Camouflage - PS4;134289444;70;Vendedor G
954528;Empresa 1992;14/04/2022;14/04/2022;14/04/2022;14/04/2022;16100;Projeto em andamento;NV - 0021759;Revenda;;PC GAMER;;Cotação;;Boleto;Controle Sem Fio Dualshock 4 Preto - PS4;133746754;70;Vendedor G
954528;Empresa 1992;14/04/2022;14/04/2022;14/04/2022;14/04/2022;53400;Projeto em andamento;NV - 0021760;Revenda;;PC GAMER;;Cotação;;Boleto;Console Xbox Series S 500gb Ssd;2117190565;30;Vendedor G
954534;Empresa 2168;14/04/2022;14/04/2022;;14/04/2022;131999.6;Congelada;NV - 0021763;Uso e consumo;;PCS;;Cotação;;Boleto;"Notebook Vaio FE14 Intel Core i3-10110U 8GB 256GB SSD W11 14"" FHD W11";4627188730;40;Vendedor K
954534;Empresa 2168;14/04/2022;14/04/2022;;14/04/2022;120966;Congelada;NV - 0021764;Uso e consumo;;PCS;;Cotação;;Boleto;Notebook Acer Aspire 3 Intel Core i3-1005G1 8GB 512GB SSD W11 15,6”;4651637890;40;Vendedor K
954071;Empresa 1067;13/04/2022;14/04/2022;;25/04/2022;67179;Congelada;NV - 0021697;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Boleto;"Smart TV LG 50"" 4K UHD 50UP7750 Wi-Fi Bluetooth HDR 2 USB 3 HDMI Inteligência Artificial Thinq Smart Magic Google Alexa";3964002490;21;Vendedor C
954013;Empresa 2991;13/04/2022;14/04/2022;;02/05/2022;12184.88;Congelada;NV - 0021687;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Boleto;TV LED 39'' Philco PTV39G50D Resolução HD e Recepção Digital - Preto;1695817681;11;Vendedor C
954232;Empresa 2587;14/04/2022;14/04/2022;;25/04/2022;20000;Congelada;NV - 0021719;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;;0;;Vendedor F
954258;Empresa 2992;14/04/2022;14/04/2022;;18/04/2022;7275.29;Congelada;NV - 0021721;Uso e consumo;;TABLETS;;Cotação;;Faturado;7 Tablet Samsung Galaxy A7 Lite 4g 32GB 3GB RAM SM-T225NZAPZTO;3420573366;7;Vendedor R
954243;Empresa 2993;14/04/2022;14/04/2022;14/04/2022;14/04/2022;1898;Projeto em andamento;NV - 0021720;Uso e consumo;;ALIMENTOS;;Cotação;;Cartão de Crédito;Ovo de pascoa chocolate 120G topmilk;54303764;200;Vendedor C
952211;Empresa 2994;07/04/2022;14/04/2022;;29/04/2022;25650;Congelada;NV - 0021486;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Boleto;Smartphone Motorola Moto E20 32GB;4120059525;36;Vendedor C
952224;Empresa 97;07/04/2022;14/04/2022;13/05/2022;13/05/2022;1437.98;Projeto em andamento;NV - 0021489;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;Smart TV LED 32'' Samsung Tizen HD;1618074634;1;Vendedor C
954305;Empresa 2995;14/04/2022;14/04/2022;;02/05/2022;344330;Congelada;NV - 0021724;Uso e consumo;;PCS;;Cotação;;Boleto;Notebook hp 250-G8 Core i5, 16gb, 256gb ssd, 15.6 Windows Pro - 3G5A4LA;3484533726;70;Vendedor C
952056;Empresa 2996;07/04/2022;14/04/2022;;14/04/2022;4321.55;Congelada;NV - 0021453;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Faturado;iPad mini Apple (WiFi + Cellular) 64GB Cinza-espacial;1774767871;1;Vendedor C
953853;Empresa 729;13/04/2022;14/04/2022;03/05/2022;03/05/2022;26989.08;Projeto em andamento;NV - 0021663;Uso e consumo;;TABLETS;;Cotação;;Faturado;"Tablet Samsung Galaxy S6 Lite 64GB Wi-Fi 4G Tela 10.4"" Android Octa-Core - Cinza";1720331801;12;Vendedor C
949138;Empresa 2997;31/03/2022;14/04/2022;22/04/2022;22/04/2022;34315.52;Projeto em andamento;NV - 0021197;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;iMac 24'' Apple M1  (8 CPU e 8 GPU) 8GB 512GB Prateado;3202983068;2;Vendedor F
952111;Empresa 2404;07/04/2022;14/04/2022;09/05/2022;09/05/2022;16529.98;Fechada e Perdida;NV - 0021465;Uso e consumo;;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;Faturado;Smart TV 82'' Samsung Crystal UHD 82TU8000 4K, Wi-fi, Borda Infinita, Alexa built in, Controle Único, Visual Livre de Cabo, Modo Ambiente Foto e Processador Crystal 4K;1738809851;2;Vendedor C
955180;Empresa 364;18/04/2022;14/04/2022;19/04/2022;19/04/2022;21810.7;Projeto em andamento;NV - 0021798;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;10 Notebook Lenovo Ideapad 3i Intel Celeron-N4020 4GB 128GB SSD Tela 15,6...;4199005932;10;Vendedor K
955292;Empresa 2998;18/04/2022;14/04/2022;;10/10/2022;41391;Fechada e Perdida;NV - 0021817;Revenda;;TELEFONIA;Cliente - Desistência da compra;Cotação;;Boleto;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";1611315984;10;Vendedor G
955306;Empresa 2999;18/04/2022;14/04/2022;;10/10/2022;10111.5;Fechada e Perdida;NV - 0021820;Revenda;;TELEFONIA;Cliente - Desistência da compra;Cotação;;Boleto;Smartphone Samsung Galaxy A03 Core 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera 8MP + Selfie 5MP - Preto;4342102701;15;Vendedor G
955305;Empresa 3000;18/04/2022;14/04/2022;;10/10/2022;12730;Fechada e Perdida;NV - 0021819;Revenda;;LIVROS;Cliente - Desistência da compra;Cotação;;Boleto;Coleção Harry Potter - 7 Volumes (português) - 1ª Ed.;1995355829;100;Vendedor G
953142;Empresa 3001;11/04/2022;18/04/2022;;05/05/2022;8549.4;Congelada;NV - 0021551;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;;0;;Vendedor F
953160;Empresa 3002;11/04/2022;18/04/2022;;25/04/2022;13920.6;Congelada;NV - 0021558;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Samsung Galaxy M12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB;3163815888;16;Vendedor F
953156;Empresa 726;11/04/2022;18/04/2022;;24/05/2022;11000;Fechada e Perdida;NV - 0021556;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;Cliente - Desistência da compra;Cotação;;;a52;0;8;Vendedor F
953155;Empresa 3003;11/04/2022;18/04/2022;;09/05/2022;7500;Fechada e Perdida;NV - 0021555;Uso e consumo;;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;;;0;;Vendedor E
947584;Empresa 3004;28/03/2022;18/04/2022;;20/04/2022;7599;Congelada;NV - 0021024;Uso e consumo;;TELEFONIA;;Cotação;;;;0;;Vendedor F
950687;Empresa 2273;04/04/2022;18/04/2022;;20/04/2022;2562.15;Congelada;NV - 0021347;Uso e consumo;;TELEFONIA;;Cotação;;;;0;;Vendedor F
953249;Empresa 3005;11/04/2022;18/04/2022;;03/05/2022;10863.9;Congelada;NV - 0021775;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;"Smart Tv Philco 24"" Resolução Em Hd Fast Smart Com Processador";1803456474;9;Vendedor F
953249;Empresa 3005;11/04/2022;18/04/2022;;03/05/2022;3717.96;Congelada;NV - 0021572;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;Smart TV AOC Roku LED 32'' 32S5195/78 Wi-Fi 3 HDMI 1 USB com Controle;1515029478;3;Vendedor F
947740;Empresa 378;28/03/2022;18/04/2022;;20/04/2022;12805.96;Congelada;NV - 0021049;Uso e consumo;;ELETRODOMESTICOS;;;;;;0;;Vendedor F
956273;Empresa 3006;20/04/2022;18/04/2022;;10/11/2022;10046.65;Fechada e Perdida;NV - 0021973;Uso e consumo;;CONSOLES & GAMES;;Cotação;;Boleto;Game Dead Rising Remastered - Xbox One;128834442;335;Vendedor G
956268;Empresa 3007;20/04/2022;18/04/2022;;10/10/2022;26599.9;Fechada e Perdida;NV - 0021967;Revenda;Caixa On;AUDIO;Cliente - Desistência da compra;Cotação;;Boleto;Caixa de Som Bluetooth JBL Boombox 2 Squad com Classificação IPX7 e até 24h de Bateria;3456312395;10;Vendedor G
956269;Empresa 3008;20/04/2022;18/04/2022;;10/10/2022;37097.7;Fechada e Perdida;NV - 0021969;Revenda;;PCS;Cliente - Desistência da compra;Cotação;;Boleto;"Notebook Dell Inspiron I15-3501-WA46P Intel Core I5-1035G1 8GB 256GB SSD W11 15.6"" Preto";4752825831;10;Vendedor G
952403;Empresa 783;08/04/2022;18/04/2022;;20/04/2022;3868.47;Congelada;NV - 0021503;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;;;0;;Vendedor F
953444;Empresa 108;12/04/2022;18/04/2022;;18/04/2022;700;Congelada;NV - 0021595;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;;0;;Vendedor R
946983;Empresa 3009;25/03/2022;18/04/2022;;20/04/2022;9612.6;Congelada;NV - 0021005;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;;0;;Vendedor F
953468;Empresa 99;12/04/2022;18/04/2022;;20/04/2022;1794.54;Congelada;NV - 0021599;;;ELETRODOMESTICOS;;Cotação;;;;0;;Vendedor F
946849;Empresa 2622;25/03/2022;18/04/2022;20/04/2022;20/04/2022;740.97;Projeto em andamento;NV - 0021923;Uso e consumo;;TELEFONIA;;Cotação;;;Carregador de Viagem Super Fast Charging 45W - Preto;1772028679;3;Vendedor F
946849;Empresa 2622;25/03/2022;18/04/2022;20/04/2022;20/04/2022;33.98;Projeto em andamento;NV - 0021924;Uso e consumo;;TELEFONIA;;Cotação;;;Cabo Displayport Macho Para Hdmi 1080p Multilaser - Wi375;1704498636;3;Vendedor F
946849;Empresa 2622;25/03/2022;18/04/2022;20/04/2022;20/04/2022;8997;Projeto em andamento;NV - 0020992;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Samsung Galaxy S21 128GB 5G Wi-Fi Tela 6.2'' Dual Chip 8GB;2875240402;3;Vendedor F
951594;Empresa 625;06/04/2022;18/04/2022;;02/05/2022;3059.99;Congelada;NV - 0021776;Uso e consumo;;"ELETRONICOS (TVs); MÓVEIS - ESCRITÓRIO";;Cotação;;;"Smart TV 55"" UHD Samsung 4k 55AU7700 Processador Crystal 4k Tela Sem Limites Visual Livre de Cabos Alexa Built In";3069509649;1;Vendedor F
951594;Empresa 625;06/04/2022;18/04/2022;;02/05/2022;1044.04;Congelada;NV - 0021434;Uso e consumo;;"ELETRONICOS (TVs); MÓVEIS - ESCRITÓRIO";;Cotação;;;Frigobar Philco 67L PFG85B - 127v;1664101947;1;Vendedor F
948607;Empresa 2389;30/03/2022;18/04/2022;;20/04/2022;2014.49;Congelada;NV - 0021767;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;;Sanduicheira E Grill Philco Press Inox Red 220v;133189708;10;Vendedor F
948607;Empresa 2389;30/03/2022;18/04/2022;;20/04/2022;1565.94;Congelada;NV - 0021768;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;;Multiprocessador 7em1 Oster 680w Mpr870 127v;134075892;5;Vendedor F
948607;Empresa 2389;30/03/2022;18/04/2022;;20/04/2022;1788.89;Congelada;NV - 0021769;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;;Liquidificador Oster OLIQ610 15 Velocidades 1400W - 110v;1847309100;10;Vendedor F
948607;Empresa 2389;30/03/2022;18/04/2022;;20/04/2022;1788.89;Congelada;NV - 0021770;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;;Liquidificador Oster OLIQ610 15 Velocidades 1400W - 220v;1847307180;10;Vendedor F
948607;Empresa 2389;30/03/2022;18/04/2022;;20/04/2022;770.19;Congelada;NV - 0021771;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;;Torradeira French Toast Inox 220v;129668853;5;Vendedor F
948607;Empresa 2389;30/03/2022;18/04/2022;;20/04/2022;1061.19;Congelada;NV - 0021772;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;;Aspirador de Pó Vertical Electrolux STK12 1000W PowerSpeed 2 em 1;2742387620;5;Vendedor F
948607;Empresa 2389;30/03/2022;18/04/2022;;20/04/2022;1378.8;Congelada;NV - 0021773;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;;Ferro a Vapor Spray Ceramica Oster 5956 127V Roxo e Preto;133685816;12;Vendedor F
948607;Empresa 2389;30/03/2022;18/04/2022;;20/04/2022;689.4;Congelada;NV - 0021774;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;;Ferro a Vapor Spray Ceramica Oster 5956 220V Roxo e Preto;133685795;6;Vendedor F
948607;Empresa 2389;30/03/2022;18/04/2022;;20/04/2022;1930.49;Congelada;NV - 0021140;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;;Sanduicheira E Grill Philco Press Inox Red 127v;133187745;10;Vendedor F
951492;Empresa 385;06/04/2022;18/04/2022;26/04/2022;26/04/2022;3000;Projeto em andamento;NV - 0021419;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;"Smart TV 50"" UHD Samsung 4k 50AU7700 Processador Crystal 4k Tela Sem L.";3069506190;1;Vendedor K
953911;Empresa 99;13/04/2022;18/04/2022;;27/04/2022;2100;Congelada;NV - 0021669;;;ELETRODOMESTICOS;;Cotação;;;;0;;Vendedor F
953900;Empresa 2402;13/04/2022;18/04/2022;;18/04/2022;3000;Congelada;NV - 0021667;Uso e consumo;;ESPORTE & LAZER;;Cotação;;;Espreguiçadeira;0;30;Vendedor C
951519;Empresa 3010;06/04/2022;18/04/2022;;20/04/2022;6636;Congelada;NV - 0021426;Uso e consumo;;PCS;;Cotação;;;Computador Fácil Intel Core i5 (Terceira Geração) 8GB ssd 240GB;3116266871;4;Vendedor F
950411;Empresa 3011;04/04/2022;18/04/2022;;20/04/2022;5997.98;Congelada;NV - 0021306;Uso e consumo;;TELEFONIA;;Cotação;;;;0;;Vendedor F
950942;Empresa 3012;05/04/2022;18/04/2022;;27/04/2022;5277;Congelada;NV - 0021374;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;"Monitor Dell Full HD P2422H 23,8"" Preto";3849101249;3;Vendedor F
954475;Empresa 2401;14/04/2022;18/04/2022;;04/05/2022;18058.99;Congelada;NV - 0021742;Uso e consumo;;ESPORTE & LAZER;;Cotação;;Faturado;Mochila Antifurto para Notebook Cinza - Basic+;1371270771;200;Vendedor C
954529;Empresa 3013;14/04/2022;18/04/2022;;27/04/2022;37097.7;Congelada;NV - 0021761;Uso e consumo;;PCS;;Cotação;;Boleto;Notebook Dell Inspiron I15-3501-WA46P Intel Core I5-1035G1 8GB 256GB;4752825831;10;Vendedor F
954523;Empresa 4;14/04/2022;18/04/2022;25/04/2022;25/04/2022;4706.4;Projeto em andamento;NV - 0021755;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;Smartphone Samsung Galaxy A32 128GB 4G;2969966925;5;Vendedor C
944926;Empresa 3014;22/03/2022;18/04/2022;;20/04/2022;15342.87;Congelada;NV - 0020865;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;"Monitor LED 23,8"" Acer CB242Y 75hz";2120881447;12;Vendedor F
944730;Empresa 3015;22/03/2022;18/04/2022;;20/04/2022;11628.1;Congelada;NV - 0020825;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;;0;;Vendedor F
954028;Empresa 569;13/04/2022;18/04/2022;;09/05/2022;94.99;Fechada e Perdida;NV - 0021689;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;Cliente - Desistência da compra;Cotação;;Faturado;Combo Teclado ABNT2 + Mouse com 1200 DPI Sem Fio OTCW-01 -;1551303219;1;Vendedor C
949322;Empresa 47;31/03/2022;18/04/2022;;20/04/2022;5500;Congelada;NV - 0021220;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;;0;;Vendedor F
954040;Empresa 3016;13/04/2022;18/04/2022;;05/05/2022;10720.83;Congelada;NV - 0021692;Uso e consumo;;MÓVEIS - ESCRITÓRIO;;Cotação;;Boleto;Cadeira de Escritório Presidente Giratória Esteirinha com Pés Cromados Branca - Office Basics;3121962169;16;Vendedor F
954115;Empresa 3017;13/04/2022;18/04/2022;;13/05/2022;9794.96;Fechada e Perdida;NV - 0021698;Uso e consumo;;ELETRONICOS (TVs);Cliente - Desistência da compra;Cotação;;Boleto;"Smart Tv 55"" Samsung Neo Qled 4k 55QN85A Mini Led Painel 120hz Processador Ia Som Em Movimento Tela Sem Limites";3060874421;2;Vendedor C
954132;Empresa 4;13/04/2022;18/04/2022;;11/05/2022;408.49;Fechada e Perdida;NV - 0021703;Uso e consumo;;MÓVEIS - ESCRITÓRIO;B2W - Estoque (Falta de produto);Cotação;;Faturado;Cadeira de Escritório Giratória com Regulagem de Altura Preta - Office Basics;1248669154;1;Vendedor C
944302;Empresa 2917;21/03/2022;18/04/2022;;20/04/2022;5849.95;Congelada;NV - 0020761;;;TELEFONIA;;Cotação;;;5 Smartphone Motorola Moto G20 128GB;3805073856;5;Vendedor F
953950;Empresa 881;13/04/2022;18/04/2022;;13/05/2022;4800;Fechada e Perdida;NV - 0021677;Uso e consumo;;"ELETRODOMESTICOS; ELETRONICOS (TVs)";B2W - Limite de Crédito;Cotação;;Faturado;Microondas + TV;0;2;Vendedor C
953954;Empresa 3018;13/04/2022;18/04/2022;;29/04/2022;968430;Congelada;NV - 0021678;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Samsung Galaxy M52 5g 128gb - Preto;4455139640;600;Vendedor F
954231;Empresa 4;14/04/2022;18/04/2022;;11/05/2022;1100;Fechada e Perdida;NV - 0021718;Uso e consumo;;ELETROPORTÁTEIS;Cliente - Desistência da compra;Cotação;;Faturado;Purificador De Água Electrolux PA26G Prata Bivolt;125774801;1;Vendedor C
954357;Empresa 3019;14/04/2022;18/04/2022;25/04/2022;25/04/2022;8997;Projeto em andamento;NV - 0021728;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;Smartphone Samsung Galaxy S21 128GB;2875240402;3;Vendedor C
953830;Empresa 328;13/04/2022;18/04/2022;;05/05/2022;281.83;Congelada;NV - 0021844;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;Sup Multivisao Tv Teto Sky100 19-56 Pt;2;1846043864;Vendedor F
953830;Empresa 328;13/04/2022;18/04/2022;;05/05/2022;3599.98;Congelada;NV - 0021660;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;;"Smart TV 42"" Philco Roku LED Full HD - 42G52RCF com App Mobile 3";2;3280822569;Vendedor F
952070;Empresa 99;07/04/2022;18/04/2022;;20/04/2022;3699.99;Congelada;NV - 0021455;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;;0;;Vendedor F
944428;Empresa 2407;21/03/2022;18/04/2022;;27/04/2022;10198.49;Congelada;NV - 0020789;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;Ventilador de Coluna Mallory Delfos TS+ 3 Velocidades 40cm Preto - 127;1632635531;50;Vendedor F
956238;Empresa 3020;20/04/2022;18/04/2022;;10/10/2022;12299.9;Fechada e Perdida;NV - 0021962;Revenda;;"ELETRONICOS (TVs); TELEFONIA";Cliente - Desistência da compra;Cotação;;Boleto;Smart TV AOC Roku LED 32'' 32S5195/78 Wi-Fi 3 HDMI 1 USB com Controle Remoto com atalhos Roku Mobile Miracast;1515029478;10;Vendedor G
956238;Empresa 3020;20/04/2022;18/04/2022;;10/10/2022;12510;Fechada e Perdida;NV - 0021963;Revenda;;"ELETRONICOS (TVs); TELEFONIA";Cliente - Desistência da compra;Cotação;;Boleto;Smartphone Moto G20 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 13MP - Azul;3171318777;10;Vendedor G
956218;Empresa 3021;20/04/2022;18/04/2022;;10/10/2022;44999.9;Fechada e Perdida;NV - 0021958;Revenda;Caixa On;CONSOLES & GAMES;Cliente - Desistência da compra;Cotação;;Boleto;Console Playstation 5 - PS5;1838061085;10;Vendedor G
956234;Empresa 3022;20/04/2022;18/04/2022;;10/10/2022;11399;Fechada e Perdida;NV - 0021960;Revenda;;CONSOLES & GAMES;Cliente - Desistência da compra;Cotação;;Boleto;Mouse Gamer RGB Logitech G G203 com Tecnologia Lightsync 6 Botões Programáveis - Branco;1720328936;100;Vendedor G
956240;Empresa 2022;20/04/2022;18/04/2022;26/04/2022;26/04/2022;234174.15;Congelada;NV - 0021964;Revenda;;ELETRONICOS (TVs);;Cotação;;Faturado;"Smart TV LG 50"" 4K UHD 50UP7750 Wi-Fi Bluetooth HDR 2 USB 3 HDMI Inteligência Artificial Thinq Smart Magic Google Alexa";3964002836;85;Vendedor G
956071;Empresa 700;20/04/2022;18/04/2022;;10/10/2022;36350.5;Fechada e Perdida;NV - 0021939;Revenda;;TELEFONIA;Cliente - Desistência da compra;Cotação;;Boleto;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";1611315984;10;Vendedor G
955182;;18/04/2022;18/04/2022;;18/04/2022;4287.98;Projeto em andamento;NV - 0021799;Uso e consumo;;TELEFONIA;;Cotação;;;"1 iPhone 11 Apple (128GB) Preto tela 6,1"" Câmera 12MP iOS";1611318026;1;Vendedor K
955243;Empresa 2465;18/04/2022;18/04/2022;;06/05/2022;4500;Congelada;NV - 0021805;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;Smart TV led de 43;0;1;Vendedor C
955235;Empresa 2911;18/04/2022;18/04/2022;;06/05/2022;4749.99;Congelada;NV - 0021803;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Faturado;Projetor Portátil Sony VPL-EX235 XGA 2.800 Lumens;133704925;1;Vendedor C
955269;Empresa 3023;18/04/2022;18/04/2022;;26/04/2022;50000;Congelada;NV - 0021811;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;;0;;Vendedor C
955057;Empresa 3024;18/04/2022;18/04/2022;;11/05/2022;2000;Fechada e Perdida;NV - 0021780;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;Cliente - Preço;Cotação;;Faturado;Tablet Samsung;0;500;Vendedor C
