Oportunidade;Empresa;Data_criacao;Data_envio_proposta;Data_fechada;Data_última_modificação;Valor;Fase_Comercial;Nova_Venda;Finalidade;Origem;Departamento;Motivo_perdido;Tipo_venda;ERP;Pagamento;Produto;SKU;Quantidade;Vendedor
936736;EMPRESA 306;24/02/2022;;;31/03/2022;600;Congelada;NV - 0020044;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;;FURADEIRA;0;1;VENDEDOR F
923765;EMPRESA 307;26/01/2022;;;08/02/2022;18552,9;Congelada;NV - 0018470;Uso e consumo;;TABLETS;;Cotação;;;"Galaxy Tab A7 Lite 4G, 64GB, 4GB RAM, Tela imersiva 8.7""";3473964379;15;VENDEDOR B
923779;EMPRESA 308;26/01/2022;;;08/02/2022;23985;Congelada;NV - 0018472;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;Ar-Condicionado Split hw Springer Midea maxiflex 12.000 BTUs Só Frio 2...;4289377721;15;VENDEDOR B
963313;EMPRESA 309;23/05/2022;;;26/05/2022;12500;Fechada e Perdida;NV - 0023154;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;Fora de perfil;Cotação;;;;0;;VENDEDOR E
829421;EMPRESA 310;09/06/2021;;;17/06/2021;11780;Congelada;NV - 0010251;;;TELEFONIA;;Cotação;;Boleto;Quant. 20 | cód. 1834711968 | Smartphone Samsung Galaxy A01 Core 32GB 4G Wi-Fi Tela 5.3'' Dual Chip 2GB RAM Câmera 8MP + Selfie 5MP - Vermelho;;20;VENDEDOR C
911763;EMPRESA 311;04/01/2022;;;05/01/2022;22087,48;Congelada;NV - 0017240;Revenda;;TELEFONIA;;Cotação;;Boleto;"iPhone 12 Pro Apple (512GB) Prateado tela 6,1"" Câmera tripla 12MP iOS";2290962910;2;VENDEDOR B
911763;EMPRESA 311;04/01/2022;;;05/01/2022;12456,22;Congelada;NV - 0017241;Revenda;;TELEFONIA;;Cotação;;Boleto;Apple iPhone 13 512GB iOS 5G Wi-Fi Tela 6.1'' Câmera Dupla 12MP - Rosa;3919416482;1;VENDEDOR B
923787;EMPRESA 312;26/01/2022;;;28/01/2022;1424,99;Congelada;NV - 0018475;Uso e consumo;;ELETRONICOS (TVs);;Cotação;;Faturado;TV LED 39'' Philco PTV39G50D Resolução HD e Recepção Digital - Preto + Roku Express - Streaming Player Full HD com Controle Remoto e Cabo HDMI;2509709696;1;VENDEDOR E
911767;EMPRESA 313;04/01/2022;;;05/01/2022;141904;Congelada;NV - 0017244;Revenda;;TELEFONIA;;Cotação;;Boleto;Smartphone Motorola Moto E7 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM...;2626417861;200;VENDEDOR B
911767;EMPRESA 313;04/01/2022;;;05/01/2022;164300;Congelada;NV - 0017243;Revenda;;TELEFONIA;;Cotação;;Boleto;Smartphone Motorola Moto E7 Dual Chip Android 10 Tela 6.5” 64GB Câmera...;2945004115;200;VENDEDOR B
911767;EMPRESA 313;04/01/2022;;;05/01/2022;142310;Congelada;NV - 0017245;Revenda;;TELEFONIA;;Cotação;;Boleto;martphone Motorola Moto E7 Power 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2...;2917268931;200;VENDEDOR B
831322;EMPRESA 314;15/06/2021;;;20/07/2021;21147,44;Congelada;NV - 0010418;;;TELEFONIA;;Cotação;;Boleto;"Quant. 4 | Cód. 2430049509 | Notebook Gamer Lenovo Ideapad L340 9ª Intel Core i5 8GB (Geforce GTX1050 com 3GB) 1TB FHD IPS 15,6"" W10 Preto";;4;VENDEDOR D
831322;EMPRESA 314;15/06/2021;;;20/07/2021;23390,37;Congelada;NV - 0010419;;;TELEFONIA;;Cotação;;Boleto;Quant. 9 | Cód. 3234381133 | Smartphone Samsung Galaxy S20 Fe 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 6GB RAM Câmera Tripla + Selfie 32MP - Cloud Navy;;9;VENDEDOR D
831321;EMPRESA 315;15/06/2021;;;07/01/2022;26644,6;Congelada;NV - 0010417;;;CONSTRUÇÃO & FERRAMENTAS - FERRAMENTAS;;Cotação;;Boleto;Quant. 20 | Cód. 2434722772 | Smartphone Samsung Galaxy M21s 64GB 4G Wi-Fi Tela 6.4'' Dual Chip 4GB RAM Câmera Tripla + Selfie 32MP - Azul;;20;VENDEDOR B
911756;EMPRESA 316;04/01/2022;;;05/01/2022;55134;Congelada;NV - 0017235;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;Multifuncional Epson Tanque De Tinta L3150 - Wireless Ecotank - C11cg8...;1236919224;50;VENDEDOR B
911756;EMPRESA 316;04/01/2022;;;05/01/2022;13590;Congelada;NV - 0017267;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;Multifuncional Epson Ecotank L3150 - Tanque De Tinta;134206098;10;VENDEDOR B
911759;EMPRESA 317;04/01/2022;;;05/01/2022;12582;Congelada;NV - 0017236;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Boleto;r-Condicionado Split hw Gree G-Top 9.000 BTUs Só Frio 220V;2974563602;10;VENDEDOR B
939266;EMPRESA 318;11/03/2022;;;21/03/2022;5129,98;Congelada;NV - 0020375;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Boleto;Geladeira / Refrigerador Brastemp Duplex BRM44 Frost Free 375 Litros - Branco - 110V;133257344;2;VENDEDOR E
840749;EMPRESA 319;08/07/2021;;;22/07/2021;154350;Congelada;NV - 0010936;;;TABLETS;;Cotação;;Boleto;"Cód.160543071 | Tablet Samsung Galaxy A T295 32GB 4G Tela 8"" Android Quad-Core 2GHz, 2GB RAM, Câmera 8MP AF + 2MP - Preto";;150;VENDEDOR D
840381;EMPRESA 320;07/07/2021;;;21/07/2021;15928;Congelada;NV - 0010919;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Cartão de Crédito;Cod. 3256485742 | Macbook Air Late 2020 13.3/ 256 Gb Mgn63Ll/A - Space Grey;;2;VENDEDOR D
950956;EMPRESA 254;05/04/2022;;;05/04/2022;23926;Cotando;NV - 0021377;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;;0;;VENDEDOR H
923262;EMPRESA 321;26/01/2022;;;08/02/2022;11245,5;Fechada e Perdida;NV - 0018410;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Samsung Galaxy S20 Fe 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 6GB RAM Câmera Tripla + Selfie 32MP - Cloud Navy;3234381133;10;VENDEDOR B
858922;EMPRESA 322;31/08/2021;;;15/09/2021;11999,75;Congelada;NV - 0012410;Revenda;;CONSOLES & GAMES;;Cotação;;;Controle Dualsense PlayStation®5 - PS5;1838060841;25;VENDEDOR B
842753;EMPRESA 79;14/07/2021;;;19/07/2021;61053;Congelada;NV - 0011064;;;TELEFONIA;;Cotação;;;Produto: 2655733694 | Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Preto;;47;VENDEDOR D
911644;EMPRESA 323;03/01/2022;;04/01/2022;04/01/2022;15802,34;Projeto em andamento;NV - 0017231;Revenda;;TELEFONIA;;Cotação;;Boleto;"Phone 11 Apple (128GB) Branco tela 6,1"" Câmera 12MP iOS";1611324805;4;VENDEDOR B
911644;EMPRESA 323;03/01/2022;;04/01/2022;04/01/2022;12220,88;Projeto em andamento;NV - 0017232;Revenda;;TELEFONIA;;Cotação;;Boleto;"iPhone SE Apple (64GB) Branco tela 4.7"" Câmera 12MP iOS";2449898703;4;VENDEDOR B
829607;EMPRESA 324;09/06/2021;;;18/06/2021;3688;Congelada;NV - 0010258;;;"ESPORTE & LAZER; ESPORTE & LAZER - VESTUARIO";;Operação Especial;;Boleto;80 unidades do produto 173919373 (Lápis De Cor Resina Sextavado Ecológico Caixa Com 12 Cores - 4220-léo&léo);;80;VENDEDOR B
829607;EMPRESA 324;09/06/2021;;;18/06/2021;3992;Congelada;NV - 0010259;;;"ESPORTE & LAZER; ESPORTE & LAZER - VESTUARIO";;Operação Especial;;Boleto;800 unidades do produto Lapis De Cor C/12 Kazzoo Kz2602;2817092317;800;VENDEDOR B
938798;EMPRESA 325;10/03/2022;;04/04/2022;06/04/2022;6000;Congelada;NV - 0020322;Uso e consumo;;TELEFONIA;;;;Faturado;6 SMARTPHONE A03;0;6;VENDEDOR F
950971;EMPRESA 4;05/04/2022;;;29/04/2022;1948;Congelada;NV - 0021381;Uso e consumo;;TABLETS;;Cotação;;;;0;;VENDEDOR B
875723;EMPRESA 326;22/10/2021;;;03/11/2021;43485;Congelada;NV - 0013940;Revenda;;TABLETS;;Cotação;;Cartão de Crédito;"iPad Apple 10,2"" 8ª Geração (Wi-Fi) 32GB Cinza Espacial";2066501001;15;VENDEDOR D
840908;EMPRESA 327;08/07/2021;;;27/07/2021;27675,12;Congelada;NV - 0010942;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;"(Cód.3154560810) | Computador Completo Fácil Intel Core I5 3470S (Terceira Geração) 8GB SSD 480GB Monitor 19"" HDMI LED Teclado e Mouse";;7;VENDEDOR B
958059;EMPRESA 328;26/04/2022;;;28/04/2022;27000;Congelada;NV - 0022115;;;PCS;;Cotação;;;;0;;VENDEDOR B
902192;EMPRESA 329;10/12/2021;;;10/12/2021;18390;;NV - 0016311;Revenda;;ELETRODOMESTICOS;;Cotação;;Boleto;Geladeira / Refrigerador Consul Frost Free Facilite CRB39 342 litros;5091195;10;VENDEDOR C
875743;EMPRESA 330;22/10/2021;;;03/11/2021;19719;Congelada;NV - 0013945;Revenda;;ELETRODOMESTICOS;;Cotação;;Boleto;Geladeira Brastemp Frost Free 478 Litros - BRM59 Inox;132718882;3;VENDEDOR D
875743;EMPRESA 330;22/10/2021;;;03/11/2021;21039,98;Congelada;NV - 0013946;Revenda;;ELETRODOMESTICOS;;Cotação;;Boleto;Expositor Vertical Frost Free Porta de Vidro 572 Litros Metalfrio VF50FL Branco 220V;3677614733;2;VENDEDOR D
964414;EMPRESA 4;03/06/2022;;;08/06/2022;17500;Fechada e Perdida;NV - 0023673;Uso e consumo;;MÓVEIS - ESCRITÓRIO;B2W - Crivo de valor / volume;Cotação;;;;0;;VENDEDOR F
938812;EMPRESA 99;10/03/2022;;;21/03/2022;700;Congelada;NV - 0020326;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;Faturado;Grill Burguer Cadence Grl510-127;1395767811;2;VENDEDOR E
829639;EMPRESA 331;09/06/2021;;;09/06/2021;34281,68;Congelada;NV - 0010261;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;"Quant. 2 | cód. 1747786267 | MacBook Pro Apple 13,3"" Intel Core I5 (16GB 1TB) Cinza Espacial";;2;VENDEDOR D
851611;EMPRESA 332;06/08/2021;;12/08/2021;27/10/2021;15199,96;Projeto em andamento;NV - 0011620;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;Produto: 3192783125 | Notebook Acer Aspire 3 A315-23-R1J9 AMD Ryzen 7-3700U 12GB (AMD Radeon RX Vega 10) 256GB SSD W10 15,6'' - Preto;3192783125;4;VENDEDOR B
958081;EMPRESA 333;26/04/2022;;;28/04/2022;85499,9;Congelada;NV - 0022122;Uso e consumo;;TELEFONIA;;Cotação;;Boleto;Apple iPhone 13 Pro Max 256GB iOS 5G Wi-Fi Tela 6.7'' Câmera Tripla 12MP + Sensor LiDAR - Prateado;3919413839;10;VENDEDOR E
936670;EMPRESA 4;23/02/2022;;;21/03/2022;1044,05;Congelada;NV - 0020016;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;SAMGUNG GALAXY A12 – 64GB;2655734451;1;VENDEDOR E
936666;EMPRESA 97;23/02/2022;;;28/03/2022;2500;Congelada;NV - 0020012;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Faturado;1 unidade – Freezer vertical branco de 120L – 127v;0;1;VENDEDOR F
851067;EMPRESA 334;04/08/2021;;;17/08/2021;21401,82;Congelada;NV - 0011556;;;TELEFONIA;;Cotação;;;Produto: 2655734451 | Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco;2655734451;18;VENDEDOR B
875772;EMPRESA 335;22/10/2021;;20/10/2021;22/10/2021;2489,03;Projeto em andamento;NV - 0013959;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Cartão de Crédito;Geladeira / Refrigerador Brastemp Duplex BRM44 Frost Free 375 Litros - Branco - 220V;133670391;1;VENDEDOR A
875772;EMPRESA 335;22/10/2021;;20/10/2021;22/10/2021;183,92;Projeto em andamento;NV - 0013960;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Cartão de Crédito;ESPREMEDOR DE LARANJA INDUSTRIAL 500W INOX;430245083;1;VENDEDOR A
858903;EMPRESA 336;31/08/2021;;;13/09/2021;17998;Congelada;NV - 0012405;Uso e consumo;;PCS;;Cotação;;Boleto;"Notebook ThinkPad E14 Ryzen 3 8GB 256GB SSD Windows 10 Pro 14"" Full HD 20T7S1VY00 Preto";3769771162;2;VENDEDOR B
866842;EMPRESA 337;29/09/2021;;08/09/2021;29/09/2021;15912,45;Projeto em andamento;NV - 0013151;Uso e consumo;;PCS;;Cotação;;Transferência à vista;"Notebook Lenovo Ultrafino Ideapad 3i Intel Core i5-10210U 8GB 256GB SSD W10 15.6"" Prata";3171318144;5;VENDEDOR B
915194;EMPRESA 338;11/01/2022;;;21/01/2022;450;Congelada;NV - 0017581;Uso e consumo;;UTILIDADES DOMESTICAS;;Cotação;;;5 Big Bag De Ráfia Branco       90x90x120cm;3576168640;5;VENDEDOR E
851068;EMPRESA 339;04/08/2021;;;15/09/2021;45562;Congelada;NV - 0011557;Uso e consumo;;TELEFONIA;;Cotação;;Boleto;PIT: 1972840872 | Smartphone Motorola Moto G9 Play 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Tripla + Selfie 8MP - Verde Turquesa;1972840872;40;VENDEDOR D
851068;EMPRESA 339;04/08/2021;;;15/09/2021;752,8;Congelada;NV - 0011558;Uso e consumo;;TELEFONIA;;Cotação;;Boleto;PIT: 2301972874 | Película De Vidro 3d Motorola Moto G9 Play Xt2083 6.5;2301972874;40;VENDEDOR D
851068;EMPRESA 339;04/08/2021;;;15/09/2021;550,8;Congelada;NV - 0011560;Uso e consumo;;TELEFONIA;;Cotação;;Boleto;PIT: 2400505075 | Capa Motorola Moto G9 Play Silicone Anti Impacto;2400505075;40;VENDEDOR D
858913;EMPRESA 340;31/08/2021;;;13/09/2021;11241;Congelada;NV - 0012408;Revenda;;BEBIDAS;;Cotação;;;Whisky Grand Old Parr 12 Anos 1l;45974154;100;VENDEDOR B
858913;EMPRESA 340;31/08/2021;;;13/09/2021;10166;Congelada;NV - 0012409;Revenda;;BEBIDAS;;Cotação;;;Espumante Salton Demi-Sec 750ml;51367640;340;VENDEDOR B
875777;EMPRESA 341;22/10/2021;;22/10/2021;22/10/2021;3073,56;Projeto em andamento;NV - 0013968;Revenda;;UTILIDADES DOMESTICAS;;Cotação;;Transferência à vista;TENDA GAZEBO PRAIA ATRIO DESMONTAVEL 3X3 40FPS FLEXIVEL;2652602672;14;VENDEDOR A
871738;EMPRESA 342;14/10/2021;;;19/10/2021;14997;Congelada;NV - 0013648;Revenda;;TELEFONIA;;Cotação;;;"iPhone 11 Apple (128GB) Branco tela 6,1"" Câmera 12MP iOS";1611324805;3;VENDEDOR A
930641;EMPRESA 343;08/02/2022;;;16/02/2022;208,99;Congelada;NV - 0019213;Uso e consumo;;AUDIO;;Cotação;;;Caixa de Som Bluetooth JBL GO;134348969;1;VENDEDOR E
842416;EMPRESA 344;14/07/2021;;;27/07/2021;84990;Congelada;NV - 0011043;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;;Produto: 1963660335 | Thin Client Ncomputing L300 Com Vspace;;100;VENDEDOR D
851548;EMPRESA 345;06/08/2021;;06/08/2021;27/10/2021;7999,9;Projeto em andamento;NV - 0011617;;;MÓVEIS - ESCRITÓRIO;;Cotação;;Boleto;Produto: 134577446 | Cadeira de Escritório Presidente com Massagem Preta - Office Basics;134577446;10;VENDEDOR B
851548;EMPRESA 345;06/08/2021;;06/08/2021;27/10/2021;5960,1;Projeto em andamento;NV - 0011618;;;MÓVEIS - ESCRITÓRIO;;Cotação;;Boleto;Produto: 26610074 | Cadeira Presidente em Couro PU Pelegrin PEL-2043;26610074;10;VENDEDOR B
851019;EMPRESA 346;04/08/2021;;;13/09/2021;19914,2;Congelada;NV - 0011549;;;TELEFONIA;;Cotação;;Boleto;"PIT: 1614132251 | iPhone 11 Apple (64GB) Branco Tela 6,1"" 4G Câmera 12MP iOS";1614132251;5;VENDEDOR D
851019;EMPRESA 346;04/08/2021;;;13/09/2021;21849,85;Congelada;NV - 0011550;;;TELEFONIA;;Cotação;;Boleto;"PIT: 1611324784 | iPhone 11 Apple (128GB) Branco tela 6,1"" Câmera 12MP iOS";1611324784;5;VENDEDOR D
825017;EMPRESA 347;25/05/2021;;;27/05/2021;41757,82;Congelada;NV - 0010025;;;TABLETS;;Cotação;;Faturado;"38 UN - PIT 160543071 (Tablet Samsung Galaxy A T295 32GB 4G Tela 8"" Android Quad-Core 2GH)";;38;VENDEDOR H
863771;EMPRESA 348;20/09/2021;;;29/09/2021;12824,7;Congelada;NV - 0012953;Revenda;;ELETRODOMESTICOS;;;;Boleto;Forno micro-ondas Electrolux MTD30 20 litros 110v;119757801;30;VENDEDOR B
864041;EMPRESA 349;20/09/2021;;;29/09/2021;25548,67;Congelada;NV - 0012967;Uso e consumo;;PCS;;Cotação;;;"Notebook Acer Aspire 5 A515-55-511Q Intel i5-1035G1 8GB 256GB SSD 15.6"" Windows 10 - Prata";3286191884;7;VENDEDOR B
851551;EMPRESA 350;06/08/2021;;17/08/2021;27/10/2021;11699,97;Projeto em andamento;NV - 0011619;;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Cartão de Crédito;Produto: 3081358898 | Notebook Samsung Book Intel Core i5-1135G7 8GB 256GB SSD (Intel Iris Xe) W10 FHD 15.6'' Cinza Chumbo NP550XDA-KF2BR;3081358898;3;VENDEDOR B
866830;EMPRESA 351;29/09/2021;;01/09/2021;29/09/2021;2769;Projeto em andamento;NV - 0013147;Uso e consumo;;PC GAMER;;Cotação;;Cartão de Crédito;MONITOR TOUCHSCREEN FULL HD LED IPS 23,8 WIDESCREEN DELL P2418HT PRETO;131918719;1;VENDEDOR A
851027;EMPRESA 352;04/08/2021;;;17/08/2021;22248,36;Congelada;NV - 0011551;;;TELEFONIA;;Cotação;;;Produto: 3234381133 | Smartphone Samsung Galaxy S20 Fe 128GB 4G Wi-Fi Tela 6.5'' Dual Chip 6GB RAM Câmera Tripla + Selfie 32MP - Cloud Navy;3234381133;9;VENDEDOR B
930650;EMPRESA 343;08/02/2022;;;16/03/2022;1259,1;Congelada;NV - 0019215;Uso e consumo;;TELEFONIA;;Cotação;;;Smartphone Motorola Moto G20 128GB;3805073856;1;VENDEDOR F
866833;EMPRESA 349;29/09/2021;;03/09/2021;29/09/2021;2887,95;Projeto em andamento;NV - 0013148;Revenda;;TELEFONIA;;Cotação;;Boleto;Smartphone Samsung Galaxy A01 Core 32GB 4G Wi-Fi Tela 5.3'' Dual Chip 2GB RAM Câmera 8MP + Selfie 5MP - Azul;1834712397;5;VENDEDOR B
851038;EMPRESA 353;04/08/2021;;;17/08/2021;20580;Congelada;NV - 0011552;;;CONSTRUÇÃO & FERRAMENTAS - CONSTRUÇÃO;;Cotação;;;Produto: 2568342716 | Furadeira Parafusadeira Impacto1/2 Dewalt Dcd778l1 A Bateria 20v Max Li-ion Bateria 3Ah;2568342716;20;VENDEDOR B
866826;EMPRESA 354;29/09/2021;;25/08/2021;29/09/2021;355,43;Projeto em andamento;NV - 0013146;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;;Cotação;;Boleto;SUPORTE ARTICULADO DUPLO PARA 2 MONITORES 17 - 32'';3438644601;1;VENDEDOR A
851044;EMPRESA 355;04/08/2021;;;17/08/2021;17999;Congelada;NV - 0011553;;;ELETROPORTÁTEIS;;Cotação;;;Produto: 133187753 | Aspirador De Pó Philco Ph1100 Rapid Turbo 2 em 1 Vermelho 1000W;133187753;100;VENDEDOR B
842705;EMPRESA 356;14/07/2021;;;21/07/2021;24999,9;Congelada;NV - 0011056;;;ELETRONICOS (TVs);;Cotação;;;"Produto: 1803603243 | Smart Tv Philco 50"" Resolução 4k Áudio Dolby - Tv Ptv50g70sblsg 4k Led";;10;VENDEDOR D
842705;EMPRESA 356;14/07/2021;;;21/07/2021;22999,9;Congelada;NV - 0011057;;;ELETRONICOS (TVs);;Cotação;;;"Produto: 1524142341 | Smart Tv Philco 50"" Resolução 4k Áudio Dolby - Tv Ptv50g70sblsg 4k Led";;10;VENDEDOR D
842705;EMPRESA 356;14/07/2021;;;21/07/2021;24999,9;Congelada;NV - 0011058;;;ELETRONICOS (TVs);;Cotação;;;"Produto: 2638610377 | Smart TV Roku 50"" Philco Led UHD 4K PTV50RCG70BL Wi-Fi 4 HDMI 2 USB e Midiacast";;10;VENDEDOR D
936715;EMPRESA 357;24/02/2022;;;24/03/2022;7000;Congelada;NV - 0020032;Uso e consumo;;TELEFONIA;;Cotação;;Faturado;Som Portátil Philco PB119N CD Player Rádio FM Entradas Aux/USB 5W Preto;0;10;VENDEDOR F
963449;EMPRESA 358;24/05/2022;;;27/05/2022;29999,94;Fechada e Perdida;NV - 0023224;Uso e consumo;;INFORMÁTICA E ACESSÓRIOS;Cliente - Desistência da compra;Cotação;;;;0;;VENDEDOR E
867116;EMPRESA 359;29/09/2021;;;29/09/2021;35989,9;Congelada;NV - 0013176;Revenda;;TELEFONIA;;Cotação;;Cartão de Crédito;"iPhone 11 Apple (64GB) Preto Tela 6,1"" 4G Câmera 12MP iOS";1611315984;10;VENDEDOR D
930366;EMPRESA 360;08/02/2022;;;15/02/2022;512299,29;Congelada;NV - 0019164;Uso e consumo;;ELETRONICOS (TVs);;;;;Smart TV LED 55” Philco PTV55Q20SNBL;1441079560;171;VENDEDOR F
930356;EMPRESA 361;08/02/2022;;;16/02/2022;;Congelada;NV - 0019165;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Faturado;Ar Condicionado Split Britânia 9000 BTUs BAC9000TFM9 Frio - 220v;2188309181;22;VENDEDOR K
930356;EMPRESA 361;08/02/2022;;;16/02/2022;;Congelada;NV - 0019166;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Faturado;Ar Condicionado Split Britânia 12000 BTUs BAC12000TFM12 Frio - 220V;4339658784;2;VENDEDOR K
930356;EMPRESA 361;08/02/2022;;;16/02/2022;;Congelada;NV - 0019167;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;Faturado;Ar Condicionado Split Inverter Samsung 22000 BTUs WindFree Quente/Frio AR24TSHCBWKNAZ - 220v;2615393509;16;VENDEDOR K
851539;EMPRESA 53;06/08/2021;;;20/08/2021;5990;Congelada;NV - 0011611;;;TELEFONIA;;Cotação;;;Produto: 1834712063 | Smartphone Samsung Galaxy A01 Core 32GB 4G Wi-Fi Tela 5.3'' Dual Chip 2GB RAM Câmera 8MP + Selfie 5MP - Preto;;10;VENDEDOR B
851539;EMPRESA 53;06/08/2021;;;20/08/2021;5990;Congelada;NV - 0011612;;;TELEFONIA;;Cotação;;;Produto: 1834711968 | Smartphone Samsung Galaxy A01 Core 32GB 4G Wi-Fi Tela 5.3'' Dual Chip 2GB RAM Câmera 8MP + Selfie 5MP - Vermelho;;10;VENDEDOR B
851539;EMPRESA 53;06/08/2021;;;20/08/2021;6689,9;Congelada;NV - 0011613;;;TELEFONIA;;Cotação;;;Produto: 2891924134 | Smartphone Samsung Galaxy A02 32GB 4G Wi-Fi Tela 6.5'' Dual Chip 2GB RAM Câmera Dupla + Selfie 5MP - Azul;;10;VENDEDOR B
851539;EMPRESA 53;06/08/2021;;;20/08/2021;11889,9;Congelada;NV - 0011614;;;TELEFONIA;;Cotação;;;Produto: 2655734451 | Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Branco;;10;VENDEDOR B
851539;EMPRESA 53;06/08/2021;;;20/08/2021;11889,9;Congelada;NV - 0011615;;;TELEFONIA;;Cotação;;;Produto: 2655733635 | Smartphone Samsung Galaxy A12 64GB 4G Wi-Fi Tela 6.5'' Dual Chip 4GB RAM Câmera Quádrupla + Selfie 8MP - Vermelho;;10;VENDEDOR B
936719;EMPRESA 362;24/02/2022;;;24/02/2022;0;Congelada;NV - 0020036;Uso e consumo;;AUDIO;;Cotação;;Faturado;kit JBL - Receiver Frahm Slim 1600 App Bluetooth Usb Fm + 04 Caixas C321 Preta?;0;1;VENDEDOR E
930699;EMPRESA 363;08/02/2022;;;11/03/2022;;Congelada;NV - 0019231;Uso e consumo;;"INFORMÁTICA E ACESSÓRIOS; TELEFONIA";;Cotação;;;iPhone XR Apple (128GB;1611315984;;VENDEDOR F
930699;EMPRESA 363;08/02/2022;;;11/03/2022;;Congelada;NV - 0019233;Uso e consumo;;"INFORMÁTICA E ACESSÓRIOS; TELEFONIA";;Cotação;;;Monitor LED 19.5'' LG 20m;1961678726;;VENDEDOR F
934553;EMPRESA 364;15/02/2022;;;18/03/2022;180,49;Congelada;NV - 0019643;Uso e consumo;;AUDIO;;Cotação;;;Caixa de Som Bluetooth JBL GO 2;134348969;1;VENDEDOR F
858880;EMPRESA 365;31/08/2021;;;13/09/2021;17988;Congelada;NV - 0012400;Uso e consumo;;TABLETS;;Cotação;;;"Tablet Samsung Galaxy A7 64GB Wi-Fi 4G Tela 10.4"" Android Octa-Core 2.0GHz - Dourado";2098827144;12;VENDEDOR B
864019;EMPRESA 366;20/09/2021;;;29/09/2021;21374,5;Congelada;NV - 0012965;Uso e consumo;;ELETRODOMESTICOS;;Cotação;;Boleto;Forno micro-ondas Electrolux MTD30 20 litros 220v;119757801;50;VENDEDOR B
835182;EMPRESA 367;23/06/2021;;28/06/2021;19/10/2021;40499,85;Projeto em andamento;NV - 0010603;;;ELETRONICOS (TVs);;Cotação;;Boleto;"15 unidades do produto 1733188661 (Smart TV 50"" LG 50UN7310 UHD 4K Wifi Bluetooth Hdr Inteligência Artificial Thinq Ai";;15;VENDEDOR D
835182;EMPRESA 367;23/06/2021;;28/06/2021;19/10/2021;64800;Projeto em andamento;NV - 0010604;;;ELETRONICOS (TVs);;Cotação;;Boleto;"9 unidades do produto 2291347020 (iPhone 12 Apple (256GB) Preto Tela 6,1"" 5G Câmera 12MP + 12MP iOS";;9;VENDEDOR D
927675;EMPRESA 368;03/02/2022;;;08/02/2022;28595,6;Congelada;NV - 0018925;Uso e consumo;;MÓVEIS - COZINHA, LAVANDERIA, BANHEIRO E ÁREA EXTERNA;;Cotação;;;Jogo 6 Cadeiras E Mesa + Ombrelone Para Piscina Jardim;2908978228;4;VENDEDOR B
939402;EMPRESA 369;11/03/2022;;;21/03/2022;2500;Congelada;NV - 0020385;Uso e consumo;;MÓVEIS - ESCRITÓRIO;;Cotação;;;Cadeiras escritorio;0;10;VENDEDOR E
948545;EMPRESA 370;30/03/2022;;;04/05/2022;1699,99;Congelada;NV - 0021136;Uso e consumo;;CLIMATIZAÇÃO;;Cotação;;;Ar Condicionado Split Inverter Philco 9000 BTUs PAC9000ITFM9W Frio - 220v;2189095031;1;VENDEDOR E
